package,installed,loadable,package_native_code,package_r_code,package_code,runnable_code,runnable_files,runnable_code_examples,runnable_code_vignettes,runnable_code_tests,runnable_files_examples,runnable_files_vignettes,runnable_files_tests,coverage_expr,coverage_line,runnable_success,runnable_error,runnable_time,runnable_rate,funs_private,funs_public,funs,revdeps,funs_with_assert,asserts
cgraph,TRUE,TRUE,1266,976,2242,321,16,52,0,269,11,0,5,0.7907608695652173,0.7907608695652173,12,0,5.3309999999999995,1,15,62,77,NA,NA,NA
cgwtools,TRUE,TRUE,0,244,244,90,16,90,0,0,16,0,0,0.8861788617886179,0.9146341463414634,14,2,0.7229999999999984,0.875,0,18,18,NA,NA,NA
ChainLadder,FALSE,FALSE,0,5197,5197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chandwich,TRUE,TRUE,0,1535,1535,1029,20,288,74,667,9,1,10,0.9043238270469182,0.9090909090909091,11,0,184.364,1,13,6,19,2,NA,NA
changedetection,FALSE,FALSE,0,499,499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
changepoint,TRUE,TRUE,354,3332,3686,1081,51,240,0,841,46,0,5,0.5484123872990984,0.5559540889526542,47,0,240.028,1,43,45,88,14,NA,NA
changepoint.mv,TRUE,TRUE,489,410,899,50,9,50,0,0,9,0,0,0.3723196881091618,0.39071566731141194,9,0,24.318,1,10,9,19,NA,NA,NA
changepoint.np,TRUE,TRUE,199,1489,1688,25,1,25,0,0,1,0,0,0.1705653021442495,0.15434985968194576,1,0,5.131,1,24,1,25,NA,NA,NA
changepointsHD,TRUE,TRUE,279,305,584,109,4,73,0,36,3,0,1,0.9350649350649349,0.9105263157894737,4,0,4.006999999999999,1,1,9,10,NA,NA,NA
changepointsVar,TRUE,TRUE,0,231,231,26,3,26,0,0,3,0,0,0.8112244897959183,0.8349514563106796,3,0,4.701,1,4,3,7,NA,NA,NA
ChangepointTesting,TRUE,TRUE,0,384,384,15,2,15,0,0,2,0,0,0.7,0.6978723404255319,2,0,4.449,1,2,12,14,NA,NA,NA
changer,TRUE,TRUE,0,129,129,8,1,8,0,0,1,0,0,0.5294117647058824,0.5789473684210527,1,0,1.103,1,0,1,1,NA,NA,NA
ChannelAttribution,TRUE,TRUE,1779,77,1856,6,6,6,0,0,6,0,0,0.0035511363636363635,0.0036023054755043226,6,0,0.7260000000000048,1,0,6,6,1,NA,NA
ChannelAttributionApp,TRUE,TRUE,0,208,208,1,1,1,0,0,1,0,0,0,0,1,0,0.334000000000001,1,0,1,1,NA,NA,NA
Chaos01,TRUE,TRUE,287,695,982,50,9,50,0,0,9,0,0,0.5845323741007195,0.5865384615384616,9,0,3.403999999999998,1,10,5,15,1,NA,NA
ChaosGame,TRUE,TRUE,0,593,593,8,3,8,0,0,3,0,0,0.6676829268292682,0.6340057636887608,3,0,6.679000000000001,1,9,2,11,NA,NA,NA
ChargeTransport,TRUE,TRUE,98,539,637,255,8,255,0,0,8,0,0,0.6440677966101694,0.6308492201039861,8,0,8.979999999999997,1,0,65,65,NA,NA,NA
charlatan,TRUE,TRUE,0,39085,39085,1614,67,553,96,965,42,2,23,0.9418316831683168,0.9521484375,44,1,11.676999999999996,0.9777777777777777,16,38,54,NA,NA,NA
chartql,TRUE,TRUE,0,268,268,21,1,21,0,0,1,0,0,0.6759776536312849,0.7457627118644068,1,0,0.996,1,0,1,1,NA,NA,NA
CHCN,TRUE,TRUE,0,189,189,14,12,14,0,0,12,0,0,0,0,12,0,0.31000000000000005,1,0,13,13,NA,NA,NA
cheb,TRUE,TRUE,208,12,220,18,2,18,0,0,2,0,0,0.8425925925925926,0.8388625592417062,2,0,0.2069999999999999,1,0,1,1,NA,NA,NA
chebpol,TRUE,TRUE,1539,523,2062,501,18,68,360,73,14,3,1,0.6604260813428017,0.6619906479625919,18,0,17.378,1,25,18,43,NA,NA,NA
checkarg,TRUE,TRUE,0,1524,1524,27459,873,2171,0,25288,437,0,436,0.9156414762741654,0.9156414762741654,437,0,3.665999999999994,1,1,437,438,NA,NA,NA
CheckDigit,TRUE,TRUE,0,123,123,11,3,8,0,3,2,0,1,NA,NA,3,0,3.3400000000000003,1,2,2,4,NA,2,2
checkLuhn,TRUE,TRUE,0,34,34,56,5,4,0,52,2,0,3,1,1,3,0,3.335000000000001,1,0,2,2,NA,NA,NA
checkmate,TRUE,TRUE,2079,1224,3303,2922,125,260,108,2554,59,2,64,0.9703628002043945,0.9680040629761301,61,1,30.668999999999997,0.9838709677419355,29,363,392,114,NA,NA
checkpoint,TRUE,TRUE,0,911,911,615,18,10,0,605,5,1,12,0.0297951582867784,0.044755244755244755,8,0,1.1729999999999992,1,54,9,63,NA,1,1
checkr,TRUE,TRUE,0,1214,1214,995,108,235,35,725,60,2,46,0.8268991282689914,0.8255813953488372,62,1,3.411999999999999,0.9841269841269841,26,73,99,5,NA,NA
cheddar,TRUE,TRUE,1082,4874,5956,4305,80,604,848,2853,68,5,7,0.8486625137412972,0.8647285671907445,78,2,16.807000000000006,0.975,61,199,260,NA,28,62
cheese,TRUE,TRUE,0,1233,1233,249,11,245,4,0,10,1,0,0.6680851063829788,0.6739305891848265,11,0,18.757000000000005,1,2,10,12,NA,NA,NA
chemCal,TRUE,TRUE,0,245,245,203,13,55,14,134,6,1,6,0.8538461538461539,0.791907514450867,8,0,3.6029999999999993,1,0,14,14,NA,NA,NA
chemmodlab,FALSE,FALSE,0,1842,1842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chemometrics,TRUE,TRUE,0,1847,1847,466,48,246,220,0,47,1,0,0.8407923697725606,0.859514687100894,48,0,36.19500000000001,1,0,40,40,NA,NA,NA
ChemometricsWithR,TRUE,TRUE,0,524,524,51,8,51,0,0,8,0,0,0.562111801242236,0.6032171581769437,8,0,7.352000000000001,1,1,35,36,NA,NA,NA
ChemoSpec,TRUE,TRUE,0,2072,2072,398,34,217,180,1,31,2,1,NA,NA,25,9,23.991000000000003,0.7352941176470589,3,49,52,NA,NA,NA
ChemoSpec2D,TRUE,TRUE,0,1249,1249,153,18,147,5,1,16,1,1,0.49817184643510054,0.44593301435406696,15,3,3.139999999999998,0.8333333333333334,0,38,38,NA,NA,NA
ChemoSpecUtils,TRUE,TRUE,0,1197,1197,251,15,250,0,1,14,0,1,0.7360515021459227,0.7316810344827587,14,1,12.620999999999999,0.9333333333333333,19,34,53,2,NA,NA
cherry,TRUE,TRUE,0,2135,2135,414,17,288,126,0,16,1,0,0.5853131749460043,0.6450704225352113,17,0,7.524999999999997,1,38,26,64,1,NA,NA
chest,TRUE,TRUE,0,556,556,98,10,44,54,0,9,1,0,0.9423076923076923,0.9574944071588366,10,0,41.871,1,0,8,8,NA,NA,NA
CHFF,TRUE,TRUE,0,135,135,11,4,11,0,0,4,0,0,1,1,4,0,12.881000000000002,1,0,3,3,NA,NA,NA
chi,TRUE,TRUE,0,30,30,24,2,24,0,0,2,0,0,0.9285714285714286,0.9166666666666665,2,0,3.1340000000000003,1,0,8,8,NA,NA,NA
chi2x3way,TRUE,TRUE,0,685,685,43,13,43,0,0,13,0,0,0.8522920203735144,0.853781512605042,13,0,1.9219999999999988,1,0,12,12,NA,NA,NA
chicane,TRUE,TRUE,0,1440,1440,1231,38,83,169,979,17,2,19,NA,NA,15,5,53.976,0.75,15,19,34,NA,NA,NA
childesr,TRUE,TRUE,0,435,435,64,13,25,39,0,12,1,0,0.589622641509434,0.5825242718446602,13,0,497.888,1,4,14,18,NA,NA,NA
childhoodmortality,TRUE,TRUE,0,161,161,11,2,7,4,0,1,1,0,0.8854961832061069,0.896551724137931,2,0,2.8789999999999996,1,4,1,5,NA,NA,NA
childsds,TRUE,TRUE,0,573,573,63,4,63,0,0,4,0,0,0.18947368421052635,0.15130023640661938,4,0,1.5839999999999999,1,7,13,20,NA,NA,NA
chilemapas,TRUE,TRUE,0,44,44,133,16,24,86,23,12,1,3,1,1,14,0,13.901000000000002,1,0,5,5,NA,NA,NA
ChillModels,FALSE,FALSE,0,235,235,NA,NA,NA,NA,NA,NA,NA,NA,0.9631578947368421,0.9631578947368421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chillR,TRUE,TRUE,0,4538,4538,587,88,408,179,0,87,1,0,0.48721101819970486,0.47054509899780006,86,2,15.506000000000022,0.9772727272727273,1,81,82,1,4,37
chinese.misc,FALSE,FALSE,0,2174,2174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chipPCR,TRUE,TRUE,0,1381,1381,1715,62,915,800,0,61,1,0,0.811443433029909,0.8282548476454293,61,1,25.352000000000015,0.9838709677419355,15,22,37,3,NA,NA
ChIPtest,TRUE,TRUE,67,153,220,37,7,37,0,0,7,0,0,0.7894736842105263,0.7677419354838709,7,0,2.8639999999999985,1,0,4,4,NA,NA,NA
chisq.posthoc.test,TRUE,TRUE,0,39,39,33,4,5,13,15,1,1,2,1,1,3,0,2.08,1,0,1,1,NA,NA,NA
chk,TRUE,TRUE,0,998,998,2005,116,454,26,1525,70,2,44,0.934375,0.9082706766917293,73,1,5.054999999999998,0.9864864864864865,4,145,149,8,NA,NA
chlorpromazineR,TRUE,TRUE,0,208,208,321,11,33,64,224,6,1,4,0.8604651162790699,0.8533333333333334,8,0,1.7509999999999994,1,4,6,10,NA,NA,NA
CHMM,TRUE,TRUE,238,391,629,10,2,10,0,0,2,0,0,0.6125541125541125,0.6090712742980562,2,0,10.311,1,3,11,14,NA,NA,NA
chngpt,TRUE,TRUE,9342,2539,11881,97,8,73,0,24,6,1,1,0.584224281301972,0.6099147599820547,8,0,89.379,1,41,19,60,1,1,2
CHNOSZ,TRUE,TRUE,2229,7630,9859,4600,88,1260,1386,1954,46,5,37,0.8636887608069165,0.8488994646044021,48,4,256.022,0.9230769230769231,50,161,211,4,1,1
choiceDes,TRUE,TRUE,0,218,218,25,10,25,0,0,10,0,0,0.9473684210526315,0.929245283018868,10,0,4.381,1,0,10,10,NA,NA,NA
ChoiceModelR,TRUE,TRUE,0,659,659,229,4,229,0,0,4,0,0,0.7092592592592593,0.7661064425770309,4,0,5.12,1,0,1,1,NA,NA,NA
cholera,TRUE,TRUE,0,7581,7581,432,60,213,219,0,53,7,0,0.2707529937081388,0.26373283395755304,59,1,1057.0779999999995,0.9833333333333333,77,55,132,NA,NA,NA
CholWishart,TRUE,TRUE,285,141,426,274,12,56,30,188,8,1,3,0.9683544303797469,0.9692307692307692,10,0,6.336999999999998,1,1,10,11,2,NA,NA
choplump,TRUE,TRUE,0,438,438,100,5,38,62,0,4,1,0,0.8731988472622478,0.8670520231213872,5,0,77.867,1,2,18,20,NA,NA,NA
chopthin,TRUE,TRUE,266,4,270,109,6,5,0,104,1,0,5,0.9595375722543352,0.9595375722543352,2,0,1.783,1,1,1,2,NA,NA,NA
ChoR,TRUE,TRUE,0,97,97,46,4,46,0,0,4,0,0,0.4788732394366197,0.4516129032258064,4,0,2.8970000000000034,1,5,6,11,NA,NA,NA
chords,TRUE,TRUE,0,494,494,85,7,42,0,43,3,0,4,0.9113149847094801,0.9280397022332507,4,0,7.484000000000002,1,15,6,21,NA,3,5
choroplethr,FALSE,FALSE,0,1135,1135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
choroplethrAdmin1,TRUE,TRUE,0,33,33,10,5,10,0,0,5,0,0,0.35714285714285715,0.3125,5,0,0.477000000000001,1,0,4,4,NA,3,3
choroplethrMaps,TRUE,TRUE,0,6,6,12,6,12,0,0,6,0,0,NA,NA,6,0,1.1620000000000008,1,NA,NA,NA,NA,NA,NA
chorrrds,TRUE,TRUE,0,100,100,65,10,40,0,25,8,0,2,0.6666666666666665,0.6527777777777779,9,0,8.767,1,0,7,7,NA,NA,NA
christmas,TRUE,TRUE,0,1123,1123,43,12,43,0,0,12,0,0,0,0,0,12,0,0,18,12,30,NA,NA,NA
chromer,TRUE,TRUE,0,107,107,97,5,2,0,95,2,0,3,0,0,2,0,0.201,1,10,2,12,NA,NA,NA
chromoMap,TRUE,TRUE,0,430,430,6,2,1,5,0,1,1,0,0,0,2,0,0.311,1,0,3,3,NA,NA,NA
chromoR,TRUE,TRUE,0,1222,1222,46,9,46,0,0,9,0,0,0.8954703832752613,0.9051580698835273,9,0,5.043999999999997,1,21,5,26,NA,NA,NA
chron,TRUE,TRUE,130,1905,2035,87,13,87,0,0,13,0,0,0.4874804381846635,0.4959946595460615,13,0,3.4420000000000006,1,83,25,108,34,1,1
chronosphere,TRUE,TRUE,0,2424,2424,303,46,219,84,0,45,1,0,0.3797287651677374,0.38623655913978494,44,2,21.07599999999999,0.9565217391304348,22,36,58,NA,NA,NA
CHsharp,TRUE,TRUE,191,182,373,47,4,47,0,0,4,0,0,0.4908424908424908,0.5016949152542373,4,0,1.714,1,0,11,11,NA,NA,NA
chunked,TRUE,TRUE,0,342,342,287,12,38,0,249,2,0,10,0.9319371727748691,0.9399141630901288,3,0,11.18,1,33,10,43,NA,1,1
chunkR,TRUE,TRUE,695,199,894,164,5,46,0,118,2,0,3,0.7620087336244541,0.7727272727272727,3,0,2.7630000000000012,1,20,8,28,NA,NA,NA
CIAAWconsensus,TRUE,TRUE,0,239,239,14,4,14,0,0,4,0,0,0.8796296296296297,0.8863636363636364,4,0,5.935999999999999,1,0,4,4,NA,NA,NA
cicerone,TRUE,TRUE,0,208,208,7,1,7,0,0,1,0,0,0.008264462809917356,0.09615384615384617,1,0,0.365,1,2,3,5,NA,2,3
CIEE,TRUE,TRUE,0,924,924,1055,12,84,971,0,11,1,0,0.7127659574468085,0.6737400530503979,12,0,12.111,1,1,14,15,NA,NA,NA
CIFsmry,TRUE,TRUE,5160,161,5321,19,2,19,0,0,2,0,0,0.9419354838709677,0.9194729136163983,2,0,2.218,1,0,3,3,NA,NA,NA
cifti,TRUE,TRUE,0,596,596,73,6,12,61,0,5,1,0,0.7093023255813954,0.7281947261663286,6,0,10.54,1,1,27,28,NA,1,1
CIM,TRUE,TRUE,0,156,156,11,1,11,0,0,1,0,0,0.5,0.48120300751879697,1,0,2.311,1,0,1,1,NA,NA,NA
cimir,TRUE,TRUE,0,262,262,41,11,41,0,0,10,1,0,0.33613445378151263,0.323699421965318,12,0,0.44099999999999845,1,8,20,28,NA,NA,NA
cin,TRUE,TRUE,0,94,94,6,1,6,0,0,1,0,0,0.8356164383561644,0.8333333333333335,1,0,0.284,1,3,1,4,NA,NA,NA
CINID,TRUE,TRUE,0,101,101,21,3,21,0,0,3,0,0,0.9425287356321839,0.9484536082474225,3,0,1.991999999999998,1,0,2,2,NA,NA,NA
CINNA,FALSE,FALSE,0,1512,1512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cinterpolate,TRUE,TRUE,381,47,428,289,7,19,25,245,1,1,5,0.9964912280701754,0.9965635738831615,3,0,8.454,1,1,1,2,1,NA,NA
CIplot,TRUE,TRUE,0,147,147,62,3,62,0,0,3,0,0,0.826086956521739,0.8241758241758241,3,0,6.442999999999998,1,8,2,10,NA,NA,NA
cir,TRUE,TRUE,0,448,448,143,9,143,0,0,9,0,0,0.6304909560723514,0.6033519553072626,9,0,4.494999999999999,1,8,17,25,NA,NA,NA
circlize,TRUE,TRUE,0,5707,5707,521,89,521,0,0,88,1,0,0.5152692948362021,0.5298351960598598,89,0,10.987999999999994,1,72,86,158,9,NA,NA
CircMLE,TRUE,TRUE,0,606,606,51,16,51,0,0,16,0,0,0.8183161004431314,0.7759562841530054,16,0,12.752999999999997,1,3,16,19,NA,NA,NA
CircNNTSR,TRUE,TRUE,0,1079,1079,258,37,258,0,0,37,0,0,0.8478260869565217,0.8611111111111112,37,0,6.816000000000002,1,0,42,42,NA,NA,NA
CircOutlier,TRUE,TRUE,0,78,78,26,5,26,0,0,5,0,0,0.9622641509433962,0.9661016949152542,5,0,2.2320000000000015,1,0,5,5,NA,NA,NA
CircSpaceTime,TRUE,TRUE,1869,673,2542,745,12,745,0,0,12,0,0,0.8547832071576049,0.818646232439336,12,0,20.236,1,10,12,22,NA,NA,NA
CircStats,TRUE,TRUE,0,981,981,95,21,95,0,0,21,0,0,0.6589403973509934,0.6435294117647059,21,0,1.9150000000000018,1,0,47,47,11,NA,NA
circular,TRUE,TRUE,531,6129,6660,687,96,637,0,50,93,0,3,0.681862649188026,0.6753541076487253,96,0,5.948000000000009,1,126,128,254,18,1,1
CircularDDM,TRUE,TRUE,247,19,266,44,5,44,0,0,5,0,0,0.8888888888888888,0.8888888888888888,6,0,1.3130000000000022,1,0,6,6,NA,NA,NA
circumplex,TRUE,TRUE,310,1104,1414,1232,44,148,372,712,31,3,10,0.9575757575757575,0.9784836065573771,33,2,40.217,0.9428571428571428,47,19,66,NA,18,35
cIRT,TRUE,TRUE,548,35,583,92,9,33,59,0,7,2,0,NA,NA,9,0,275.104,1,0,10,10,NA,NA,NA
CISE,FALSE,FALSE,0,530,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cit,TRUE,TRUE,1611,483,2094,132,8,132,0,0,8,0,0,0.9078282828282829,0.9090350338045482,8,0,12.776000000000002,1,0,8,8,NA,NA,NA
CITAN,TRUE,TRUE,0,1951,1951,19,19,19,0,0,19,0,0,0,0,19,0,0.15200000000000125,1,16,21,37,NA,7,13
citbcmst,TRUE,TRUE,0,433,433,62,2,12,50,0,1,1,0,0.7463768115942028,0.8041543026706232,2,0,18.951,1,0,5,5,NA,NA,NA
citccmst,TRUE,TRUE,0,360,360,27,2,1,26,0,1,1,0,0.78125,0.8044280442804428,2,0,15.097000000000001,1,0,5,5,NA,NA,NA
Cite,TRUE,TRUE,0,52,52,1,1,1,0,0,1,0,0,0,0,1,0,0.366000000000001,1,0,1,1,NA,NA,NA
citecorp,TRUE,TRUE,0,194,194,176,6,37,0,139,2,0,4,0.9074074074074074,0.8222222222222222,3,0,16.256999999999998,1,12,8,20,NA,NA,NA
ciTools,TRUE,TRUE,0,1679,1679,941,33,191,750,0,28,5,0,0.5562180579216355,0.5558232931726907,30,3,19.932000000000013,0.9090909090909091,95,4,99,NA,NA,NA
citr,TRUE,TRUE,0,924,924,77,9,6,0,71,5,0,4,0.17602040816326534,0.09903121636167922,6,0,1.7389999999999994,1,17,4,21,1,7,17
CityPlot,TRUE,TRUE,0,163,163,1,1,1,0,0,1,0,0,0,0,1,0,0.348,1,0,1,1,NA,NA,NA
CityWaterBalance,TRUE,TRUE,0,462,462,45,14,40,5,0,13,1,0,0.501466275659824,0.4639423076923077,14,0,16.157999999999998,1,0,13,13,NA,NA,NA
ciuupi,TRUE,TRUE,0,327,327,81,7,81,0,0,6,1,0,0.5062761506276151,0.47674418604651164,7,0,5154.114,1,14,6,20,NA,NA,NA
civis,TRUE,TRUE,0,11850,11850,3111,56,32,20,3059,32,5,19,0.13120608224858887,0.18239535133971807,38,0,115.011,1,152,782,934,NA,12,17
CJAMP,TRUE,TRUE,0,988,988,1303,11,221,1082,0,10,1,0,0.5188087774294671,0.46223958333333326,11,0,42.236000000000004,1,1,16,17,NA,NA,NA
cjoint,TRUE,TRUE,0,2876,2876,385,13,81,0,304,10,0,3,0.28495481127060074,0.21560172481379852,11,0,15.892000000000001,1,23,8,31,NA,NA,NA
ckanr,TRUE,TRUE,0,1488,1488,863,96,79,31,753,66,1,29,0.043316831683168314,0.04625,67,0,0.254,1,80,83,163,2,2,3
CKAT,TRUE,TRUE,0,326,326,8,1,8,0,0,1,0,0,0.48727272727272725,0.4927536231884059,1,0,0.837,1,11,1,12,NA,NA,NA
CKLRT,TRUE,TRUE,538,289,827,22,2,22,0,0,2,0,0,0.7679425837320574,0.7818181818181819,2,0,12.131,1,22,2,24,NA,NA,NA
Ckmeans.1d.dp,TRUE,TRUE,2139,552,2691,488,16,166,71,251,9,2,5,0.8121345029239765,0.8188552188552188,7,5,21.306000000000004,0.5833333333333334,8,12,20,1,NA,NA
CLA,TRUE,TRUE,0,750,750,264,10,78,0,186,8,0,2,0.9315789473684211,0.9237288135593221,9,1,18.148,0.9,12,5,17,NA,6,6
Claddis,TRUE,TRUE,0,2374,2374,231,32,231,0,0,32,0,0,0.5927224901359053,0.6996567505720824,32,0,14.271999999999991,1,0,31,31,1,NA,NA
cladoRcpp,TRUE,TRUE,1778,515,2293,408,17,408,0,0,17,0,0,0.6152694610778443,0.5737313432835821,17,0,0.6490000000000001,1,0,16,16,NA,NA,NA
clam,TRUE,TRUE,0,1151,1151,41,12,41,0,0,12,0,0,0.5348837209302325,0.5858050847457628,NA,NA,NA,NA,18,12,30,NA,NA,NA
clampSeg,TRUE,TRUE,228,699,927,3633,13,388,0,3245,7,0,6,0.9574074074074074,0.9674681753889675,8,0,486.172,1,9,5,14,NA,NA,NA
ClamR,TRUE,TRUE,0,492,492,58,15,58,0,0,15,0,0,0.14356435643564355,0.12608695652173912,15,0,1.1910000000000003,1,0,12,12,NA,NA,NA
clarifai,TRUE,TRUE,0,160,160,91,20,10,0,81,10,2,8,0,0,13,0,1.0709999999999997,1,5,10,15,NA,NA,NA
class,TRUE,TRUE,372,408,780,119,14,119,0,0,14,0,0,0.8870967741935484,0.902479338842975,14,0,3.6940000000000013,1,3,15,18,39,NA,NA
ClassComparison,FALSE,FALSE,0,1083,1083,NA,NA,NA,NA,NA,NA,NA,NA,0.8730703259005146,0.8858858858858859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ClassDiscovery,FALSE,FALSE,0,840,840,NA,NA,NA,NA,NA,NA,NA,NA,0.8352713178294574,0.8477876106194691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
classGraph,FALSE,FALSE,0,172,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
classifierplots,FALSE,FALSE,0,619,619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
classifly,TRUE,TRUE,0,148,148,24,2,24,0,0,2,0,0,0.7764705882352942,0.7809523809523811,2,0,23.451999999999998,1,18,9,27,NA,NA,NA
classInt,TRUE,TRUE,78,502,580,315,7,260,0,55,6,0,1,0.8479657387580299,0.837953091684435,7,0,5.035000000000002,1,10,8,18,24,NA,NA
classyfireR,TRUE,TRUE,0,218,218,19,3,1,0,18,1,0,2,0.7125,0.6911764705882352,2,0,2.5060000000000002,1,2,8,10,NA,NA,NA
cld2,TRUE,TRUE,112661,36,112697,28,3,3,0,25,1,0,2,0.39605933141465577,0.39605933141465577,2,0,6.138999999999999,1,4,2,6,NA,NA,NA
cld3,TRUE,TRUE,74180,33,74213,5,1,5,0,0,1,0,0,0.32644388642070704,0.32644388642070704,1,0,0.317,1,4,2,6,NA,NA,NA
clean,TRUE,TRUE,0,1049,1049,93,8,46,0,47,4,0,4,0.6417391304347827,0.6578947368421053,4,1,6.167,0.8,45,18,63,NA,NA,NA
CleanBSequences,FALSE,FALSE,0,26,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cleancall,TRUE,TRUE,245,4,249,65,3,0,0,65,0,0,3,1,1,1,0,1.211,1,0,1,1,NA,NA,NA
cleandata,TRUE,TRUE,0,205,205,94,10,94,0,0,9,1,0,0.7096774193548387,0.6946107784431138,10,0,2.3610000000000024,1,3,11,14,NA,NA,NA
cleaner,TRUE,TRUE,0,1184,1184,131,10,72,0,59,5,0,5,0.6437308868501529,0.6555142503097894,6,0,2.6460000000000012,1,61,24,85,1,NA,NA
cleanerR,TRUE,TRUE,0,446,446,103,11,80,13,10,8,1,2,0.5047318611987381,0.5045871559633027,10,0,58.304,1,0,17,17,NA,NA,NA
cleangeo,TRUE,TRUE,0,390,390,234,9,29,13,192,5,1,3,0.8385964912280702,0.8706199460916442,7,0,4.985000000000001,1,4,9,13,1,NA,NA
cleanNLP,TRUE,TRUE,0,403,403,70,11,10,0,60,8,0,3,0.422680412371134,0.3980891719745223,9,0,8.844999999999997,1,9,10,19,NA,NA,NA
cleanr,TRUE,TRUE,0,451,451,177,19,81,51,45,15,1,3,NA,NA,15,3,3.1449999999999996,0.8333333333333334,4,19,23,NA,NA,NA
clere,TRUE,TRUE,1517,1144,2661,222,4,70,152,0,3,1,0,0.5320979483785573,0.5348980852378011,4,0,21.810000000000002,1,0,6,6,NA,NA,NA
clespr,FALSE,FALSE,0,594,594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clhs,TRUE,TRUE,0,474,474,170,12,46,50,74,4,1,7,0.8407643312101911,0.782051282051282,6,0,100.89,1,7,2,9,NA,NA,NA
cli,TRUE,TRUE,0,2886,2886,2681,69,411,30,2240,34,1,34,0.8208955223880597,0.8725961538461539,33,3,16.405,0.9166666666666666,157,88,245,71,8,10
cliapp,TRUE,TRUE,0,1127,1127,844,28,169,0,675,15,0,13,0.8969298245614035,0.8877068557919621,16,0,26.807,1,75,24,99,1,NA,NA
ClickClust,TRUE,TRUE,764,731,1495,233,12,233,0,0,12,0,0,0.8566844919786096,0.8494208494208493,12,0,8.521,1,11,12,23,1,NA,NA
ClickClustCont,TRUE,TRUE,0,497,497,6,1,6,0,0,1,0,0,0.6195965417867435,0.6758620689655173,1,0,1.659,1,16,1,17,NA,NA,NA
clickR,TRUE,TRUE,0,1052,1052,98,22,98,0,0,22,0,0,0.47411444141689374,0.44563918757467147,22,0,13.288999999999998,1,36,35,71,NA,NA,NA
clickstream,TRUE,TRUE,0,1228,1228,359,31,359,0,0,31,0,0,0.8061349693251533,0.8102508178844058,31,0,13.275,1,23,24,47,NA,NA,NA
clifford,TRUE,TRUE,465,557,1022,549,33,174,34,341,26,1,6,0.966804979253112,0.9696969696969697,28,0,16.245,1,8,91,99,NA,12,15
clifro,TRUE,TRUE,0,1820,1820,354,32,32,232,90,19,4,9,0.14285714285714285,0.12917271407837447,25,0,6.831999999999991,1,22,13,35,NA,1,1
CliftLRD,TRUE,TRUE,0,267,267,14,3,14,0,0,3,0,0,0.9298245614035088,0.9282051282051281,3,0,14.088000000000001,1,1,4,5,NA,NA,NA
clikcorr,TRUE,TRUE,0,1748,1748,54,8,54,0,0,8,0,0,0.3313953488372093,0.32138364779874207,8,0,10.695999999999994,1,24,10,34,NA,NA,NA
climate,TRUE,TRUE,0,1157,1157,218,35,91,18,109,25,1,9,0.08491761723700889,0.07172557172557173,25,2,334.52299999999997,0.9259259259259259,10,12,22,NA,1,1
climateStability,TRUE,TRUE,0,75,75,54,7,26,28,0,6,1,0,0.5319148936170213,0.5087719298245614,6,1,24.192999999999998,0.8571428571428571,0,4,4,NA,NA,NA
climatol,TRUE,TRUE,0,2129,2129,165,21,165,0,0,21,0,0,0.698175011698643,0.6958333333333333,21,0,17.898999999999997,1,0,17,17,NA,NA,NA
climatrends,TRUE,TRUE,0,440,440,83,4,83,0,0,4,0,0,0.5877862595419847,0.5431754874651811,4,0,85.775,1,20,4,24,NA,NA,NA
ClimClass,TRUE,TRUE,0,975,975,86,12,86,0,0,12,0,0,0.6908665105386418,0.7142857142857143,12,0,5.555999999999998,1,1,11,12,NA,NA,NA
climdex.pcic,TRUE,TRUE,256,486,742,729,49,458,0,271,44,0,5,0.8871794871794871,0.8818181818181818,48,1,6.8950000000000005,0.9795918367346939,19,43,62,NA,32,33
