"arg_sig","count"
"[data.frame]/[, mlogit.data, nfnGroupedData,nfGroupedData,groupedData]/[{choice,formula,index,names,row.names,terms}, {choice,index,names,row.names,terms}, {formula,FUN,labels,names,order.groups,outer,row.names,units}, {formula,labels,names,row.names}, {formula,names,row.names,terms}, {names,row.names,terms}, {names,row.names}]",1
"[M{D}, M{X}]/[]/[{dim}, {dim,dimnames,gradient}, {dim,dimnames}]",1
"[C, Y, l{?}, l{Y}, l{language}, l{l{?}}, sC, sF]/[, lazy, lazy_dots, name]/[{names}, {srcref}, {}]",1
"[D]/[]/[{names,probability_distrib}, {}]",5
"[l{l{?}}]/[Map]/[{names}]",1
"[l{?}, sC]/[, family]/[{names}, {}]",2
"[sD, I, sN, l{?}]/[]/[{}]",1
"[sC, sD, sF, sL, I, sN, error, data.frame, l{l{?}}, l{?}]/[, hpi, FitInactivation, grViz,htmlwidget, AsIs, spec_tbl_df,tbl_df,tbl, grouped_df,tbl_df,tbl, tbl_df,tbl, GSODR.Info,tbl_df,tbl, knitr_kable, FitInactivationMCMC, gg,ggplot, keyed_df,tbl_df,tbl, kableExtra,knitr_kable, rtdata,hpidata]/[{}, {format}, {names,problems,row.names,spec}, {groups,na.action,names,problems,row.names}, {assertr_in_chain_error_fun_override,assertr_in_chain_success_fun_override,names,row.names}, {keys,names,row.names}, {names,package}, {format,header_above}, {names,period_table,row.names}, {names}, {dataset,last_updated,names,row.names}, {names,problems,row.names}, {GSODR.Inventory,names,row.names}, {last_updated,names,row.names,spec}, {names,row.names}]",1
"[l{l{?}}]/[par_struct]/[{names}]",4
"[l{?}]/[gmeta.e,gmeta, gmeta.m,gmeta]/[{names}]",1
"[data.frame]/[]/[{ending.seed,names,row.names,starting.seed}]",1
"[l{?}]/[dlc]/[{names}]",8
"[l{?}, l{l{?}}]/[theme,gg]/[{complete,names,validate}]",1
"[M{D}]/[binda.ranking]/[{cl.count,dim,dimnames}]",1
"[D, l{?}]/[communities, membership]/[{names}, {}]",1
"[sE]/[backend_env,backend,R6, backend_macos,backend_keyrings,backend,R6]/[{}]",1
"[M{C}, sN]/[]/[{dim,dimnames}, {dim}, {}]",5
"[l{?}]/[svm.formula,svm]/[{names}]",1
"[data.frame]/[]/[{disp,names,row.names}]",1
"[C, data.frame, language, sI, sL]/[, call, formula, terms,formula]/[{.Environment,dataClasses,factors,intercept,order,predvars,response,term.labels,variables}, {names,row.names}, {}]",1
"[C, D, I, sC, sD, sI]/[, integer64]/[{}]",1
"[sL, l{C}, l{?}]/[]/[{}, {names}]",1
"[D, l{D}, l{l{?}}, sD]/[]/[{names}, {}]",1
"[D, I, sF]/[, standardGeneric]/[{default,generic,group,package,signature,skeleton,valueClass}, {}]",1
"[l{?}]/[bce,modMCMC]/[{A_not_null,algnames,names,pignames,stnames,Xratios}]",1
"[C, D, I, sC, sD, sI]/[, POSIXct,POSIXt]/[{tzone}, {}]",1
"[l{?}, l{l{?}}, sS]/[, Gam,glm,lm, aov,lm, betareg, clm, clm2, coxph, felm, gam,glm,lm, gamm, gee,glm, glm,lm, gls, ivreg, lm, multinom,nnet, plm,panelmodel, svyglm,glm,lm, truncreg,maxLik, vgam, vglm]/[{assign,Bspline,call,callXm2,coefficients,constraints,contrasts,control,criterion,df.residual,df.total,dispersion,effects,extra,family,fitted.values,iter,misc,model,na.action,nl.chisq,nl.df,offset,post,predictors,preplot,prior.weights,qr,R,rank,residuals,ResSS,s.xargument,smart.prediction,spar,terms,var,weights,x,xlevels,Xm2,y,Ym2}, {assign,call,callXm2,coefficients,constraints,contrasts,control,criterion,df.residual,df.total,dispersion,effects,extra,family,fitted.values,iter,misc,model,na.action,offset,post,predictors,preplot,prior.weights,qr,R,rank,residuals,ResSS,smart.prediction,terms,weights,x,xlevels,Xm2,y,Ym2}, {labels,namBetaFull,names}, {names}]",1
"[l{?}, l{language}, sN]/[, quosures]/[{have_name,names}, {have_name}, {names}, {}]",1
"[D, missing]/[]/[{names}, {}]",21
"[sI]/[textConnection,connection]/[{conn_id}]",6
"[C, D, I, L, M{C}, M{D}, M{I}, l{?}, l{C}, sC, sD, sI, sL, sS]/[, SpatialPointsDataFrame, array, array,mcmc_array, loadings]/[{bbox,coords,coords.nrs,data,proj4string}, {dim,dimnames}, {dim}, {names}, {}]",1
"[language, sC, sD]/[, call]/[{}]",1
"[l{?}]/[mosg]/[{names}]",5
"[D, M{D}]/[, longitudinal]/[{dim,dimnames,repeats,time}, {dim,dimnames}, {names}]",2
"[l{?}, l{D}]/[, sparse]/[{names}, {}]",1
"[sS]/[Norm, AffLinAbscontDistribution, AbscontDistribution]/[{.logExact,.lowerExact,.withArith,.withSim,a,b,d,gaps,img,p,param,q,r,Symmetry,X0}, {.logExact,.lowerExact,.withArith,.withSim,d,gaps,img,p,param,q,r,Symmetry}]",1
"[l{?}]/[survreg]/[{names}]",3
"[sS]/[brob]/[{}, {positive,x}]",2
"[sE]/[python.builtin.object, python.builtin.instancemethod,python.builtin.object, python.builtin.function,python.builtin.object, python.builtin.type,python.builtin.object]/[{}]",1
"[C, D, I, data.frame, sC, sD, sL, sN]/[, POSIXct,POSIXt]/[{names,row.names}, {names}, {tzone}, {}]",1
"[l{?}]/[fitted.bsad]/[{names}]",1
"[X, l{?}]/[]/[{}, {names}]",1
"[l{?}]/[clm2]/[{names}]",5
"[l{?}]/[, amelia]/[{names}]",1
"[sS]/[multiple_easylinear_fits]/[{fits,grouping}]",2
"[M{D}, M{X}]/[]/[{dim,dimnames,gradient}, {dim,dimnames}]",1
"[data.frame]/[nfnGroupedData,nfGroupedData,groupedData, nfnGroupedData,nfGroupedData,groupedData,wlai, nmGroupedData,groupedData]/[{formula,FUN,labels,names,order.groups,row.names,units}, {formula,FUN,na.action,names,order.groups,row.names}, {formula,FUN,names,order.groups,row.names}, {formula,formulaList,FUN,na.action,names,order.groups,row.names}, {formula,formulaList,FUN,names,order.groups,row.names}, {formula,labels,names,row.names,units}]",2
"[sS]/[outer_nacopula]/[{childCops,comp,copula}]",2
"[M{D}]/[colorSpec]/[{calibrate,dim,dimnames,metadata,quantity,step.wl,wavelength}]",2
"[D]/[array,mcmc_array]/[{dim,dimnames}]",9
"[l{?}, l{C}, l{language}, l{l{?}}, l{sN}, sE]/[CoordTern,CoordCartesian,Coord,ggproto,gg, LayerInstance,Layer,ggproto,gg, gg,ggplot, ggghost,gg, theme,gg]/[{complete,names,validate}, {data}, {names}, {}]",1
"[sD, D]/[PCICt]/[{cal,dpy,months,tzone,units}, {cal,tzone,units}]",2
"[sD, D]/[, POSIXct,POSIXt]/[{}, {tzone}]",1
"[language, sS]/[formula, ic_po, weibull ph]/[{.Environment}, {.xData}]",1
"[l{?}]/[ci]/[{names}]",12
"[l{?}]/[XMLDocumentContent]/[{names}]",1
"[l{sS}]/[]/[{}, {names}]",2
"[l{?}]/[bayesfactor]/[{names}]",1
"[l{l{?}}]/[unit.list,unit]/[{}]",2
"[M{R}, l{R}]/[DNAbin]/[{dim,dimnames}, {forscores,names,revscores,scores}, {forscores,names,revscores}, {lineages,rerep.names,rerep.pointers,rerep.weights}, {names}, {rerep.names,rerep.pointers}, {}]",1
"[D, I, sC, sD]/[]/[{}]",5
"[sS]/[Landscape]/[{n,thelandscape,xmax,xmin,ymax,ymin}]",5
"[C, D, I, sC, sN]/[]/[{}]",1
"[l{?}]/[lm, manova,maov,aov,mlm,lm]/[{names,summary}]",1
"[sC, sF]/[, Class,Object]/[{.env,export,modifiers,srcref}, {}]",1
"[sE, sN]/[, environment]/[{name,path}, {}]",1
"[C, l{?}, sC, sD, sI, sL, sN]/[, file,connection]/[{conn_id}, {names}, {}]",1
"[l{?}, l{D}, l{I}]/[]/[{}]",11
"[language, sC]/[, (, call]/[{}]",2
"[l{?}]/[clogit,coxph, crr, glm,lm, lm]/[{names}]",1
"[l{L}]/[]/[{names}]",83
"[l{L}, l{D}, l{C}, l{l{?}}, l{?}]/[]/[{}, {names}]",1
"[M{D}, sN]/[, ts]/[{}, {dim,dimnames,tsp}, {dim,dimnames}]",1
"[D, I, data.frame, missing]/[]/[{names,row.names}, {}]",1
"[l{?}]/[shiny.tag.list]/[{}]",1
"[D, I, M{D}]/[]/[{dim}, {}]",19
"[sS]/[DataSet, H5File]/[{chunksize,compression,datatype,dim,maxdim,name,pointer}, {location,mode,pointer}]",1
"[sC]/[, glue]/[{}]",2
"[l{?}]/[listof]/[{names}]",1
"[l{?}]/[optimlag]/[{names}]",2
"[M{D}]/[]/[{dim,dimnames,grid.list,scaled:center,scaled:scale}, {dim,scaled:center,scaled:scale,x.center,x.scale,x.scale.type}, {dim,scaled:center,scaled:scale}, {dim}]",1
"[sS]/[departure]/[{call,departure,df,g.cov,ras,weights}]",2
"[sD, M{D}, D]/[]/[{}, {names,skeleton}, {dim,dimnames}, {names}]",1
"[I, sD, sI]/[]/[{names}, {}]",3
"[l{?}, l{D}, sD]/[]/[{names}, {}]",1
"[R, sN, sR]/[, bigz]/[{nrow}, {}]",1
"[sC, sI]/[]/[{}]",31
"[M{I}, l{C}, sC]/[, table]/[{dim,dimnames}, {names}, {}]",1
"[l{l{?}}]/[impimp_event]/[{}]",1
"[l{?}]/[rlassoEffects]/[{names}]",8
"[l{?}]/[mixDist]/[{names}]",12
"[data.frame, l{C}]/[, tbl_df,tbl]/[{names,row.names}, {names}]",1
"[l{?}]/[GFD]/[{names}]",4
"[l{?}]/[igraph_layout_modifier]/[{names}]",4
"[M{D}, sS]/[, dgCMatrix]/[{boundary.knots,degree,dim,dimnames,knots}, {degree,Dim,Dimnames,factors,i,knots,p,x}, {dim,dimnames}]",1
"[C, D, I, L, sC, sS]/[, CompressedRleList, CompressedSplitDataFrameList, GPos, GRanges, IPos, IRanges, NormalIRanges, Rle, SimpleRleList, SortedByQueryHits]/[{elementMetadata,elementType,listData,metadata}, {elementMetadata,elementType,metadata,NAMES,start,width}, {elementMetadata,elementType,metadata,partitioning,unlistData}, {elementMetadata,elementType,metadata,pos_runs}, {elementMetadata,elementType,metadata,ranges,seqinfo,seqnames,strand}, {elementMetadata,from,metadata,nLnode,nRnode,to}, {elementMetadata,lengths,metadata,values}, {}]",1
"[data.frame]/[tbl_df,tbl]/[{names,row.names,spec}]",5
"[sS, sC, sD, C, D, sI, I, sN, L]/[, IRanges, NormalIRanges, RleViews, Rle, GRanges]/[{elementMetadata,elementType,metadata,ranges,seqinfo,seqnames,strand}, {elementMetadata,lengths,metadata,values}, {elementMetadata,elementType,metadata,NAMES,start,width}, {}, {elementMetadata,elementType,metadata,ranges,subject}]",1
"[D, sD]/[, pseries]/[{index,names}, {names}, {}]",1
"[C, D]/[, PCICt]/[{cal,tzone,units}, {}]",1
"[missing, sF, unevaled]/[]/[{}]",3
"[sS]/[HMM]/[{a,a00,dim,mean,numst,prenumst,sigma,sigmaDetLog,sigmaInv}]",3
"[D, sD, sS]/[, brob]/[{positive,x}, {}]",1
"[l{?}]/[grm]/[{names}]",5
"[D, l{D}, l{l{?}}]/[, array]/[{names,probability_distrib}, {dim,dimnames}, {names}]",1
"[I]/[array]/[{dim,Variables}]",6
"[D, M{I}, missing]/[]/[{dim}, {}]",4
"[D, I, M{D}, M{I}]/[, array]/[{dim}, {}]",1
"[l{?}]/[Rational,Infix,Print]/[{.self,names}]",5
"[sL, L]/[]/[{}, {names}]",27
"[data.frame]/[]/[{alpha,dedic,names,R,row.names,sigma}]",2
"[l{C}]/[ckanr_settings]/[{names}]",2
"[raw_NA, sL]/[]/[{}]",41
"[l{?}]/[scb]/[{names}]",3
"[I, sI]/[]/[{capture.length,capture.names,capture.start,index.type,match.length,useBytes}, {capture.length,capture.names,capture.start,match.length}]",1
"[M{D}]/[dccm]/[{dim,dimnames}, {dim}]",1
"[sS]/[dgCMatrix]/[{Dim,Dimnames,factors,i,p,x}, {adjustEdges,cells,Dim,Dimnames,factors,i,nearest,Nx,Ny,p,raster,x}]",1
"[l{C}]/[gpar]/[{names}]",8
"[M{R}, R, l{R}]/[DNAbin]/[{dim,dimnames}, {forscores,names,revscores,scores}, {forscores,names,revscores}, {lineages,rerep.names,rerep.pointers,rerep.weights}, {names}, {rerep.names,rerep.pointers,rerep.weights}, {rerep.names,rerep.pointers}, {}]",1
"[l{?}]/[uneval]/[{}]",3
"[sC, l{?}]/[, json]/[{}, {names}]",1
"[sS]/[SpatialPolygons, SpatialPolygonsDataFrame]/[{bbox,comment,plotOrder,polygons,proj4string}, {bbox,data,plotOrder,polygons,proj4string}]",2
"[sS]/[discreteTrans]/[{discreteTrans,meanToCont,moveToDiscrete,sdToCont}]",1
"[sS]/[rules, transactions]/[{data,itemInfo,itemsetInfo}, {info,lhs,quality,rhs}]",2
"[C, I, sC]/[, icd10]/[{icd_short_diag,levels}, {levels}, {}]",2
"[l{?}]/[fitLCA]/[{names}]",1
"[sS]/[boost_family]/[{charloss,check_y,name,ngradient,nuisance,offset,rclass,response,risk,weights}]",13
"[sS]/[TraitA, TraitAD]/[{addEff,domEff,intercept,lociLoc,lociPerChr,nLoci}, {addEff,intercept,lociLoc,lociPerChr,nLoci}]",1
"[l{?}, l{C}, l{D}, l{l{?}}]/[]/[{names}, {}]",1
"[sS]/[NMFstd]/[{bterms,cterms,H,ibterms,icterms,misc,W}]",24
"[l{I}, sS]/[, CompressedIntegerList, GRanges, IRanges, PartitioningByEnd, PartitioningByWidth]/[{elementMetadata,elementType,end,metadata,NAMES}, {elementMetadata,elementType,metadata,NAMES,start,width}, {elementMetadata,elementType,metadata,NAMES,width}, {elementMetadata,elementType,metadata,partitioning,unlistData}, {elementMetadata,elementType,metadata,ranges,seqinfo,seqnames,strand}, {names}]",1
"[sD, M{D}]/[Surv]/[{dim,dimnames,inputAttributes,states,type}, {dim,dimnames,inputAttributes,type}, {dim,dimnames,type}]",1
"[M{D}, l{D}]/[mcmc, mcmc.list]/[{dim,dimnames,mcpar}, {dim,mcpar}, {names}, {}]",1
"[C, sC, sS]/[, CompressedIRangesList, IRanges, SortedByQueryHits]/[{elementMetadata,elementType,metadata,NAMES,start,width}, {elementMetadata,elementType,metadata,partitioning,unlistData}, {elementMetadata,from,metadata,nLnode,nRnode,to}, {}]",2
"[M{D}, D]/[]/[{dim,dimnames}, {dim,dimnames,strata}, {names}]",1
"[sS]/[amigaDisk]/[{current.dir,data,type}]",32
"[C, I]/[icd10]/[{icd_short_diag,levels}, {icd_short_diag}, {}]",1
"[sS]/[Mobius.capacity, Mobius.set.func, capacity, card.capacity, card.set.func, set.func]/[{data,k,n,subsets}, {data,n,subsets}, {data,n}]",2
"[D]/[, ts, zoo]/[{index,symbol}, {index}, {tsp}, {}]",1
"[l{?}]/[summary.logbin,summary.glm]/[{names}]",3
"[I, L]/[]/[{}]",8
"[D, raw_NA]/[, Date]/[{}]",2
"[l{?}]/[makessg]/[{names}]",2
"[l{?}, l{D}, l{language}, sN]/[, uneval]/[{names}, {}]",1
"[l{?}]/[gglasso,logit, gglasso,ls]/[{names}]",2
"[l{D}]/[]/[{contr.type,macro,names}, {contr.type,names}]",1
"[M{D}, M{I}, sF]/[]/[{dim,dimnames}, {dim}, {}]",2
"[l{I}]/[edgeList]/[{names}, {}]",4
"[l{?}]/[conPCA,princomp, prcomp]/[{names}]",2
"[l{?}, sF]/[]/[{srcref}, {}]",1
"[l{?}]/[isochron]/[{names}]",14
"[sD, sE]/[, zero_inflation_par,variation_par,parameter,coalmodelpart,R6]/[{}]",1
"[data.frame]/[tbl_df,tbl]/[{bswf.used,comment,multiple.wl,names,row.names,spct.tags,time.unit,what.measured,when.measured,where.measured}, {comment,multiple.wl,names,Rfr.type,row.names,spct.tags}, {comment,multiple.wl,names,row.names,spct.tags,time.unit,what.measured}, {multiple.wl,names,row.names,spct.tags,Tfr.type,what.measured}]",1
"[l{C}, l{l{?}}, sC, sN]/[, col_spec]/[{names}, {}]",3
"[C]/[jqson]/[{}]",1
"[D]/[cl_class_ids]/[{}]",1
"[M{C}, M{R}, R, l{C}, l{R}]/[, AAbin, DNAbin]/[{dim,dimnames}, {lineages,rerep.names,rerep.pointers,rerep.weights}, {names}, {}]",1
"[sS]/[Lagged1d]/[{data}]",4
"[l{?}]/[parafac]/[{names}]",2
"[D, sD, unevaled]/[]/[{names}, {}]",2
"[arg19_t]/[arg19_c]/[arg19_a]",1
"[l{l{?}}]/[cell_addr]/[{names}]",15
"[data.frame]/[]/[{.internal.selfref,names,row.names}, {hs_total_available,names,row.names}, {ical,names,row.names}, {keys,names,row.names}, {label,names,row.names}, {last_updated,names,row.names}, {names,out.attrs,row.names}, {names,problems,row.names,spec}, {names,row.names,spec}, {names,row.names}]",2
"[I, M{I}, sI]/[]/[{dim}, {}]",2
"[sC, sD, sE, D, sN, l{?}]/[, Scrm,ms,simulator,R6, ms,simulator,R6, coalmodel,coalmodelpart]/[{}, {names}]",1
"[D, M{D}, raw_NA, sD]/[, array]/[{dim}, {}]",1
"[M{C}, sN]/[]/[{dim,dimnames}, {}]",6
"[C, missing, sC, sF]/[, standardGeneric]/[{default,generic,group,package,signature,skeleton,srcref,valueClass}, {}]",1
"[l{?}, l{I}, l{sS}, sS]/[, CompressedCharacterList, CompressedGRangesList, CompressedIRangesList, CompressedIntegerList, CompressedLogicalList, CompressedNumericList, CompressedRleList, DataFrame, H2LGrouping, MaskCollection, PartitioningByEnd, RleViews]/[{active,desc,elementMetadata,elementType,metadata,NAMES,nir_list,width}, {elementMetadata,elementType,end,metadata,NAMES}, {elementMetadata,elementType,high2low,low2high,metadata}, {elementMetadata,elementType,listData,metadata,nrows,rownames}, {elementMetadata,elementType,metadata,partitioning,unlistData}, {elementMetadata,elementType,metadata,ranges,subject}, {names}, {}]",1
"[data.frame]/[localDeconvolution,stepblock, stepblock]/[{names,noDeconvolution,row.names,x0}, {names,row.names,x0}]",1
"[l{C}, l{l{?}}, l{sN}, sN]/[]/[{names}, {}]",1
"[data.frame]/[, icd_wide_data]/[{names,row.names}]",1
"[error, l{l{?}}, sN]/[]/[{names}, {}]",1
"[data.frame]/[nmGroupedData,groupedData]/[{formula,formulaList,FUN,names,order.groups,row.names}]",1
"[l{?}]/[grpreg, grpsurv,grpreg]/[{names}]",3
"[l{?}]/[summary.cv.grpreg]/[{names}]",2
"[sI, l{D}]/[]/[{}, {names}]",1
"[l{?}]/[BMMpriors,JAGSpriors]/[{names}]",2
"[sS, sL, L]/[, CompressedLogicalList, Rle]/[{elementMetadata,lengths,metadata,values}, {}, {elementMetadata,elementType,metadata,partitioning,unlistData}]",1
"[data.frame]/[summaryBenchmark]/[{names,row.names,units}]",5
"[C, D, I]/[labelled]/[{label}, {label,levels}]",1
"[l{sF}]/[]/[{}]",60
"[l{?}]/[fe.morphology,filter.effect, fe.gaussian.blur,filter.effect]/[{names}]",1
"[l{R}]/[]/[{names}]",12
"[D]/[circular]/[{circularp}]",61
"[C, D, I, sI, sS]/[, Dups, GRanges, IRanges, SortedByQueryHits]/[{elementMetadata,elementType,high2low,low2high,metadata}, {elementMetadata,elementType,metadata,NAMES,start,width}, {elementMetadata,elementType,metadata,ranges,seqinfo,seqnames,strand}, {elementMetadata,from,metadata,nLnode,nRnode,to}, {names}, {}]",1
"[C, I, L, M{I}, data.frame, l{?}, l{I}, l{l{?}}, sC, sD, sI, sL]/[, Date, command]/[{dim}, {names,row.names}, {names}, {}]",1
"[l{?}]/[bn.fit.dnode]/[{names}]",4
"[D, L]/[pixset,imager_array, cimg,imager_array]/[{dim}, {dim,threshold}, {alpha,dim}]",1
"[l{sN}, l{?}]/[]/[{names}]",4
"[M{D}, M{L}]/[xts,zoo]/[{.indexCLASS,.indexTZ,dim,dimnames,index,tclass,tzone}]",1
"[l{?}]/[abcrf, regAbcrf]/[{names}]",1
"[sE]/[LayerInstance,Layer,ggproto,gg]/[{}]",45
"[sS]/[RasterLayer, SpatialPointsDataFrame, RasterBrick, SpatialPolygons, SpatialPoints]/[{bbox,comment,plotOrder,polygons,proj4string}, {bbox,coords,proj4string}, {bbox,coords,coords.nrs,data,proj4string}, {crs,data,extent,file,history,legend,ncols,nrows,rotated,rotation,title,z}]",1
"[sF, D]/[]/[{}]",1
"[I]/[ri]/[{}]",9
"[D]/[zoo]/[{frequency,index}]",1
"[M{D}]/[, table]/[{dim,dimnames}, {dim,lambda.freqs}, {dim}]",1
"[C, I, L, missing, sC, sS]/[, CompressedRleList, GNCList, GPos, GRanges, Rle]/[{elementMetadata,elementType,granges,metadata,nclists}, {elementMetadata,elementType,metadata,partitioning,unlistData}, {elementMetadata,elementType,metadata,ranges,seqinfo,seqnames,strand}, {elementMetadata,lengths,metadata,values}, {levels}, {}]",1
"[sN, sR]/[, bigz]/[{}]",1
"[sC]/[coll,pattern]/[{options}]",3
"[l{?}]/[modelparm]/[{names}]",2
"[l{?}]/[rfsrc,grow,regr+]/[{names}]",4
"[l{C}, l{L}, l{l{?}}, l{sN}, sE]/[LayerInstance,Layer,ggproto,gg, ScaleContinuousPosition,ScaleContinuous,Scale,ggproto,gg, guides, labels, theme,gg]/[{complete,names,validate}, {names}, {}]",2
"[l{?}, l{l{?}}]/[TSestModel]/[{names}]",4
"[l{?}]/[confint.brr]/[{level,names}]",2
"[l{?}]/[glasso, mglasso,glasso]/[{names}]",1
"[sC, l{I}, M{D}, C, D, sI, I, sL, l{D}, data.frame, l{l{?}}, l{?}]/[, lavaan.matrix, lavaan.list, lavaan.vector, lavaan.data.frame]/[{}, {dim}, {names,row.names}, {names}]",1
"[l{?}]/[cvclass]/[{names}]",1
"[l{?}]/[SKAT_NULL_Model]/[{names}]",10
"[l{?}]/[gamlss,gam,glm,lm, gamlssML,gamlss]/[{names}]",4
"[l{?}, l{D}]/[geodata, grf,geodata,variomodel]/[{grid,names,sp.dim}, {names}]",1
"[M{D}, D, I]/[table]/[{dim,dimnames}]",1
"[l{?}]/[structure]/[{names}]",6
"[sS, M{D}, data.frame, l{?}]/[, dgCMatrix]/[{Dim,Dimnames,factors,i,p,x}, {dim,dimnames}, {names,row.names}, {names}]",1
"[D, I]/[GRtime]/[{names}, {}]",1
"[C, D, I, sC, sS]/[, CompressedIntegerList, IRanges, SortedByQueryHits]/[{elementMetadata,elementType,metadata,NAMES,start,width}, {elementMetadata,elementType,metadata,partitioning,unlistData}, {elementMetadata,from,metadata,nLnode,nRnode,to}, {names}, {}]",1
"[l{?}]/[OrdinalBoost]/[{names}]",1
"[l{?}, l{C}, l{L}, l{expression}, l{l{?}}, l{sN}, sE]/[CoordCartesian,Coord,ggproto,gg, CoordFixed,CoordCartesian,Coord,ggproto,gg, LayerInstance,Layer,ggproto,gg, ScaleContinuousPosition,ScaleContinuous,Scale,ggproto,gg, ScaleDiscrete,Scale,ggproto,gg, guides, labels, theme,gg]/[{complete,names,validate}, {names}, {}]",1
"[l{Y}, l{sN}, l{D}, l{?}]/[]/[{names}]",1
"[l{?}]/[intReg,maxLik,maxim]/[{names}]",5
"[l{?}]/[rlang_zap]/[{}]",1
"[l{?}]/[glm,lm, gls, ivreg, lm, plm,panelmodel, rma.mv,rma, rma.uni,rma]/[{labels,namBetaFull,names}, {names}]",1
"[sI]/[file,connection, url,connection]/[{conn_id}]",1
"[l{?}]/[C5.0]/[{names}]",8
"[D, R, sI, sR]/[, bigz]/[{}]",1
"[l{L}, l{D}, l{?}]/[]/[{names}]",1
"[sC, sF, C]/[]/[{}]",3
"[sS, sC, sD, M{D}, C, D, M{I}, sI, I, sN, M{C}, data.frame]/[, IRanges, NormalIRanges, bmmix, CompressedRleList, Date, GRanges, CompressedSplitDataFrameList, tbl_df,tbl, SortedByQueryHits, zoo, SimpleRleList, table, mcmc, ngCMatrix]/[{elementMetadata,elementType,metadata,ranges,seqinfo,seqnames,strand}, {Dim,Dimnames,factors,i,p}, {}, {dim}, {dim,dimnames}, {levels}, {elementMetadata,from,metadata,nLnode,nRnode,to}, {names}, {elementMetadata,elementType,listData,metadata}, {elementMetadata,elementType,metadata,NAMES,start,width}, {names,row.names,spec}, {na.action,names,row.names}, {dim,dimnames,mcpar}, {names,row.names}, {elementMetadata,elementType,metadata,partitioning,unlistData}, {dim,dimnames,index}]",1
"[sF]/[, rscalaReference]/[{}, {rscalaReferenceEnvironment,srcref}]",1
"[l{D}, l{C}, l{l{?}}, l{?}]/[]/[{}, {names}]",1
"[M{D}]/[]/[{dim,dimnames,statistic,var}]",1
"[l{?}, sL]/[, FutureGlobals,Globals]/[{names,resolved,total_size,where}, {}]",4
"[data.frame]/[IMU, , data.table]/[{.internal.selfref,names,row.names}, {names,row.names}]",1
"[data.frame]/[expandedLinkTable]/[{names,row.names}]",2
"[M{D}]/[envMatrix]/[{dim,nEnvClass}]",3
"[I, error, sI]/[]/[{}]",1
"[D, I, data.frame, sN]/[]/[{levels}, {names,row.names}, {}]",1
"[l{?}, sS]/[glimML, glm,lm, jmdem]/[{CALL,code,data,dev,df.residual,fixed.param,formula,iterations,link,logL,logL.max,method,msg,na.action,nbpar,param,param.ini,random,random.param,singular.hessian,varparam}, {names}]",1
"[l{I}, M{D}, D, l{D}, data.frame, l{l{?}}]/[]/[{}, {dim,dimnames}, {names,row.names}]",1
"[sF]/[stringkernel]/[{kpar,srcref}]",1
"[sS]/[CovMcd]/[{alpha,best,call,center,cnp2,cov,crit,det,flag,iter,mah,method,n.obs,quan,raw.center,raw.cnp2,raw.cov,raw.mah,raw.wt,singularity,wt,X}]",1
"[sD, sI]/[, array]/[{dim,dimnames}, {dim}, {}]",1
"[D, sD, sF]/[]/[{names}, {}]",1
"[D, M{D}]/[, ts]/[{dim,scaled:center,scaled:scale}, {tsp}, {}]",1
"[sS]/[actmod]/[{act,adj,bw,data,pdf,wt}]",7
"[sN, l{?}]/[, chac]/[{}, {names}]",1
"[sD, D]/[pdSymm,pdMat, pdIdent,pdMat, pdDiag,pdMat, pdLogChol,pdSymm,pdMat]/[{Dimnames,formula,ncol}, {Dimnames,formula}]",2
"[missing, sF]/[]/[{}]",36
"[missing, sC, sI]/[]/[{}]",3
"[I, l{I}]/[]/[{names}, {}]",1
"[D]/[haven_labelled, haven_labelled_spss,haven_labelled]/[{format.spss,labels}, {label,labels}, {labels,na_values}, {labels}]",1
"[D, I, data.frame, l{?}]/[, triSht]/[{names,row.names}, {names}, {}]",1
"[l{?}]/[summary.survfit]/[{names}]",1
"[I, L, sI]/[]/[{names}, {}]",1
"[l{I}, M{I}, I]/[]/[{dim,dimnames}, {names}]",1
"[C, D, I, raw_NA, sC]/[, Date]/[{levels}, {}]",1
"[l{?}]/[summary.braidrm]/[{names}]",2
"[sS]/[GRANRepository, RepoBuildParam]/[{archive_retries,archive_timing,auth,base_dir,build_timeout,check_note_ok,check_test,check_timeout,check_warn_ok,dest_base,dest_url,dl_method,email_notifications,email_opts,errlog,extra_fun,install_test,logfile,logfun,make_windows_bins,repo_archive,repo_metadata_dir,repo_name,shell_init,shell_timing,suspended,temp_checkout,temp_repo,tempLibLoc,use_cran_granbase}, {manifest,param,results}]",7
"[D, I, missing]/[]/[{}]",9
"[sE, sI, unevaled]/[, environment]/[{handlers}, {}]",1
"[sC]/[kableExtra,knitr_kable]/[{format,group_header_rows}, {format,header_above,kable_meta}, {format,header_above}, {format,kable_meta}, {format}]",1
